MID Number,Story
4292,"The Mojahhedin-e Khalq Organization (MKO) is an Iranian opposition group. It has maintained its headquarters in Iraq since 1986. Iran wants to attack this group. On 6/9/99, a car bomb exploded that killed 6 MKO members, 1 Iraqi national, and wounded 36 people (including 21 MKO members). On 6/10/99 3 missiles (Scud Bs) were fired at the Ashraf Camp of the MKO, located about 100 km northeast of Baghdad. Coder: Ric Stoll Date: 7/24/02."
4293,"After a bloodless coup, Qatar placed its forces on alert along the Saudi Arabian border. This was done because Qatar feared that Saudi Arabia may take advantage of the disorder and occupy disputed land."
4295,Yugoslavia seized a number of police officers from Canada and the UK who were in Kosovo and Montenegro to help train regional police officers. Yugoslavia claimed that they were spies.
4296,"The Norwegian motor vessel Tampa entered the Australian territorial waters and approached Christmas Island on August 30, 2001. The Australian government refused the right of entry for the vessel into its waters. However, the boat entered the Australian waters and the Australian troops boarded the ship. Norway reacted angrily, saying that it had reported Australia to the UN bodies responsible for shipping and refugees, and also the International Committee of the Red Cross."
4297,"This dispute is based on the Russian seizure of a Japanese ship and its crew in the disputed Kuriles region. Russia claimed that the Japanese ship was within the Russian territorial waters. Japan protested the seizure and demanded the release of the fishermen. Japan said that the ship was in the Japanese territorial waters. After the dispute, both sides engaged in talks. Japanese Foreign Ministry sources said on December 1, 1996 that Japan would accept Russia's control of the southern half of Sakhalin Island by setting up a branch consulate office there next spring."
4298,"Yugoslavia seized a Croatian freighter, the ""Dea,"" which was released 2 days later. Shortly after this incident, the USA and Croatia conduct a joint naval exercise. The USA claims that the timing was a coincident, but acknowledged that it had been delayed and rescheduled at Croatian request."
4299,"The FBI determined that the Iraqi government undertook a plot (that failed) to assassinate former President Bush when he visited Kuwait in mid-April, 1993. The Clinton administration retaliated by launching a cruise missile strike against an Iraqi intelligence facility in downtown Baghdad. The US then warned Iraq not to retaliate against the attack. Coded: Ric Stoll. Date: 7/29/02."
4300,"This MID is a residual of the conflict in Sierra Leone. Sierra Leone is unable to control the various rebel groups operating within its territory; therefore, Guinean rebels use Sierra Leone as a staging ground for attacks on Guinea. In response, Guinea bombs Sierra Leonean areas where the rebels are encamped."
4301,Sierra Leone arrested 5 Liberian military officers after several months of diplomatic fighting. The relations between Sierra Leone and Liberia have been tense because of rebel activity along the border.
4302,Guinea placed its troops on alert after repeated problems over rebel forces operating in border region.
4303,This mid involves repeated incursions into Zambian territory by Angola. The unstable situation is due to rebel activity in the border area.
4304,A Sudanese aircraft violated Ugandan airspace on a recon. Mission to track rebel activities (a border violation). The rebels shot down the plane.
4305,Uganda placed its troops on alert because of rebel activity along the border in Sudan.
4306,"This mid is part of an on-going border dispute. Central African Republic occupied part of Cameroun's territory. Cameroun acknowledges the occupation, urging its citizens to ignore the troops, but does not respond with military force."
4307,The Democratic Republic of Congo set up a military camp just inside the Zambian border. Zambia protested and the Democratic Republic of Congo eventually moved the camp.
4308,Nigerian soldiers entered Mali in pursuit of rebel forces. Malian troops opened fire on the Nigerian troops.
4309,Guinea occupied a village in the Ivory Coast. The two are involved in a border dispute in which guinea contests the location of the border.
4310,"Uganda and Rwanda have been involved in several disputes related to the Democratic Republic of Congo conflict. In this mid, Uganda reinforced its border with Rwanda due to fears of an impending attack from Rwanda."
4311,Tanzania reinforced its border with Burundi to prevent Burundian rebels from retreating into Tanzania and subsequent attacks by Burundi.
4312,A contingent of Nigerian soldiers occupied Lete Island and seized goods before leaving. The Benine authorities were very concerned with the actions taken by Niger.
4313,"This dispute involves a chronic issue in Indian/Bengali relations; specifically, opposition by India to the movement of Bengali refugees across the border into India. The action in this dispute involves a substantial border fortification by India following a clash between Indian border forces and Bengali refugees attempting to enter Indian territory."
4314,"This dispute involves a chronic problem in Thai/Burmese relations; specifically, anti-government rebel forces seeking to topple the Burmese government operate along the Thai/Burmese border leading to violent engagements that spill over into Thailand. In one incident in this MID, Burmese troops move into Thai territory in an attempt to encircle rebel forces and end up in a gunfight with Thai military forces. Frequently, Thai military forces fire live or smoke shells into Burma in an effort to keep the fighting within Burmese territory."
4315,"There are several issues of concern between Syria and Turkey. Most immediately, Turkey mounted a large military operation into Iraq to attack the Kurdish Workers Party (PKK). One Syrian source called this operation (which was reported to involve up to 50,000 troops, and hundreds of tanks and aircraft) “an invasion;” the Syrian deployment was a direct response to the Turkish action. But there are two other issues that cloud relations between these two countries. First, Turkeiy has pursued closer relations with Israel. Second, there is a longstanding Syrian concern about water, with the source of a significant amount of Syrian water lying in Turkey. Coder: Ric Stoll. Date: 7/31/02."
4317,"Iran is trying to get ""a larger share of the oil-rich inland sea [Caspian] than it has under the current configuration of boundaries,"" according to AFP 8/3/01. Azerbaijan says Iran is violating international law, but does not want relations to worsen."
4318,A series of border clashes between Armenia and Azerbaijan.
4319,A series of border clashes between Armenia and Azerbaijan.
4320,This is a territorial issue as it follows the pattern of prior disputes where Turkey considers Greek airpsace to extend only 6 miles into the Aegean rather than the internationally recognized 12 miles. The area around Dacta - where these incidents took place - is one such area.
4321,"Norway seized a Russian fishing boat in a ""joint fishing zone"" two days after NOR ordered that all Russian ships leave. Russia protested the seizure and Norway eventually released the ship on 7-17-98."
4322,"This dispute consists of 1 incident in which Japan placed 3 Aegis cruisers and 3 destroyers on alert in the even of a suspected North Korean missile test. The suspected test, however, was not conducted."
4323,On two separate occasions Turkish fighters violate Greek airspace.
4324,Turkey enters into Iraq to battle the Kurds based in Northern Iraq.
4325,Turkey again invades northern Iraq to attack the Kurds.
4327,"This incident occurred against the background of a longstanding disagreement over waters in the Gulf of Fonseca, which had generated numerous militarized incidents over the past decade. Honduras stationed four ships near the maritime border in the Gulf, one of which -- capable of carrying 20 troops -- was position on the frontier; the Honduran government stated that the ships were for use in patrolling Honduran waters. Nicaragua pulled its forces back slightly from the border, but indicated that it would act to repel any Honduran incursion into Nicaraguan waters. The status quo remained unchanged after this dispute."
4328,"This dispute is one of the series of disputes over the possession of the Spratly Islands. Vietnam sent warships and personnel to two disputed reefs in the Spratly Islands, setting up ""permanent"" facilities on the reefs. China protested the action and demanded that the structures be removed. Vietnam claimed that the structures were civilian and the personnel were not soldiers. The event, however, was triggered by the presence of the Vietnamese navy, not the structures."
4329,"This dispute is related to the issue that centers on control over territory in the Spratly Islands. Philippines increased patrols in the Spratlys as a result of the sighting of unspecified Chinese and Vietnamese vessels. Although some officials noted the sightings were part of ""regular movements"" in the disputed archipelago, the Philippine armed forces ordered increased patrols in the vicinity of Pag-asa."
4330,This dispute is a part of the Spratlys problem among many countries. It is based on an attack by Vietnam toward Philippines. Manila is reported to have filed a diplomatic protest against Vietnam when the Vietnamese troops allegedly shot a Philippine air force plane flying over the Pigeon Reef controlled by Vietnam. Vietnam accused Philippines of seriously violating Vietnam's sovereignty and reiterated its claim to sovereignty over all the Spratly Islands.
4331,"This dispute is related to a show of force by Taiwan against Vietnam. Taiwan dispatched a pair of police patrol boats to the Spratly Islands in the South China Sea in order to protect Taiwanese fishing vessels and re-assert its claim over the disputed islands, Taiwan's United Daily News report says. Taiwanese police mentioned that the dispatch aimed at checking the safety of a route to the island in the wake of seizure of Taiwanese vessels by Philippines and Vietnam."
4332,"This is a one incident dispute between Yugoslavia and Hungary. During this MID, Hungary placed its border guards (along the Yugoslav border) on high alert. Since Hungary was allowing NATO to use their airspace to bomb the Bosnian Serbs, Hungary feared a possible reprisal by Yugoslavia."
4333,"During the month of 1-94,Yugoslavia sent regular troops into Bosnian territory to help the Bosnian Serbs. These troops included both equipment and ""special units."""
4334,"As KFOR was preparing to move into Kosovo, Russian troops quickly moved out into Kosovo in an attempt to reach Pristina. In response to the Russian movements, the UK placed its troops on alert (which last 4.5 hours) to move into Pristina before the Russian troops arrived and stop the Russians ""by any means necessary."" Through diplomatic discourse UK yielded and allowed Russian troops to enter Pristina uncontested."
4335,"During military exercises Russian bombers flew down the Norwegian coast. In response, Norway sent up fighters to intercept the bombers. When the Norwegian fighters arrived the bombers were no longer in the area."
4336,"This dispute consists of one incident in which a Chinese warship chased a U.S. Navy ship from international waters near the Chinese coast. China regards the waters as its own territory, but the claimed maritime boundary is not recognized internationally. This dispute represents another case in which Chinese forces challenged American surveillance activities along its coast."
4337,Large numbers of Iranian Revolutionary Guards mass near the Iraqi city of Sulaymaniyah.
4338,"Azerbaijan seized a plane belonging to Russian company on the grounds that its cargo, spare MIG-21, plane parts was en route to Yugoslavia in spite of the embargo against that state."
4339,"A peace agreement was reached on July 7, 1999 and signed by all six states (Angola, Democratic Republic of Congo, Namibia, Rwanda, Uganda, and Zimbabwe) on July 10, 1999. Two rebel groups signed later in August of 1999. However, the agreement was never fully implemented or adhered to and at some point denounced both by the rebel groups as well as Democratic Republic of Congo. The end date is set to June 3, 2001 as this is 6 months after the last codable incident. As for Chad it withdrew its troops following a peace agreement attempt on April 18, 1999."
4340,"This MID is the fighting between Yugoslavia and Croatia. Eventually, the tensions and fighting ceased as both turned their attention to Bosnia"
4341,"This MID consisted of a series of clashes, which placed Bosnia in a vice between the Serbs and Croatians. The US attempted to negotiate a series of solutions to the conflict and eventually succeeded in early 1994 when the Bosnian Croats and Muslims agreed to a federation."
4342,"Having already sent a reconnaissance ship to the Adriatic Sea to monitor NATO activity, Russia announced that it was ready to send at least 3 more battleships to the Adriatic, that the entire fleet was ""on a state of alert and waiting for orders from Moscow,"" and that the Black Sea Fleet was becoming ""increasingly combat ready"" due to the conflict in the Balkans."
